text,gold_label,source
What happens when you get lost in the morning! It's my mindless habit that led to all this.,Personalization,c2d2
A roommate sneaks out to study just to get me killed.,Mind Reading,c2d2
It's too much to stay up all night. You've got to be careful.,No Distortion,c2d2
It's all because I'm so careless. I saw a dog in here before I took a detour.,No Distortion,c2d2
"The teacher's head is full of bad news, he's upset, and he's better off sleeping at the table.",Emotional Reasoning,c2d2
There's always a lot of trouble going out. Why don't you stay home?,Overgeneralization,c2d2
I'd have been in the fire if I hadn't saved one or two of my belongings.,Emotional Reasoning,c2d2
My parents are so selfish that I was born to suffer in this world without money.,Labeling,c2d2
"I'm a disgruntled man, and even the puppies hate to see me, and I shouldn't live in the world.",Labeling,c2d2
These teachers are trying to target me. They're trying to make me feel bad. That's why they didn't let me take the scholarship.,Mind Reading,c2d2
"Dad betrayed Mom. I feel bad for Mom, and I feel ashamed of Dad's behavior!",No Distortion,c2d2
"I can listen to my mother properly, but I have to make the final decision myself.",No Distortion,c2d2
I must have stomach cancer. What do I do? Is my life over?,Fortune-telling,c2d2
This woman doesn't have to do anything to seduce her father. She's definitely trying to get a promotion with her father's power.,Mind Reading,c2d2
"I miss puppies. I think it's been with me a little longer. It's so sudden, it's really sad, I miss it.",No Distortion,c2d2
I'm not a good mother. I'm the worst mom in the world.,Labeling,c2d2
Why didn't she come to me? Did I mess with her? Did she have a problem with me?,Mind Reading,c2d2
I've just joined this community. I want to talk to people and make friends as soon as possible.,No Distortion,c2d2
"We don't get in touch with our family, we just text. We don't have to get in touch anymore!",No Distortion,c2d2
"No, my parents and my friends told me I was important. How could I not be important?",No Distortion,c2d2
"No, Mom and Dad are mad at me now. They'll never forgive me again. They'll never love me again!",Fortune-telling,c2d2
"I'm not alive, I'm afraid my parents will be sad if I don't have a rope to put myself on the beam.",Emotional Reasoning,c2d2
My brother must have noticed when he left the house. He just didn't want to remind me that he wanted me to be ugly.,Mind Reading,c2d2
"Next time I'm nervous, I won't eat for a day.",Emotional Reasoning,c2d2
They're more efficient than I am. They're not as rigid as I am. They have time to communicate.,No Distortion,c2d2
Why didn't you come to me without saying anything? Someone must have told her something bad about me.,Mind Reading,c2d2
"They must be laughing at me behind my back, saying I'm a fool who doesn't understand anything.",Mind Reading,c2d2
I was born in a family like this. I was born dirty.,All-or-Nothing Thinking,c2d2
I'm so sick of being so fat! I'm sure I don't eat enough. How can I be so greedy like a pig?,Labeling,c2d2
It's gonna be late for home tonight. I'm sure my husband's gonna be angry. It's gonna be another fight.,Fortune-telling,c2d2
"I'm a failed father, and I can't even deal with it.",All-or-Nothing Thinking,c2d2
Prejudice is not normal. It's hard to learn.,No Distortion,c2d2
It's all I've got. It's so sad. It's a pain in the ass to open a shop.,Emotional Reasoning,c2d2
"A man who talks about non-discrimination and non-prejudice, and practices it far away. Society is so cold and selfish.",Overgeneralization,c2d2
"When I get off work, I get a new assignment. A leader or a colleague is a bad guy.",Labeling,c2d2
"At that moment, I walked into the classroom knowing that I had left an irreversible negative image in the teacher's heart.",Mind Reading,c2d2
I feel like everyone's laughing at me. They must think I'm funny when I'm being stood up.,Mind Reading,c2d2
"Come on, take a few more steps and you'll find something to eat. The hard-earned food will be delicious!",No Distortion,c2d2
Family violence against me is because they envy me for being so good.,Mind Reading,c2d2
It's my fault they're so disappointed. It's right to hit me. I'm not a good kid. It's my fault I didn't do what they asked.,Personalization,c2d2
This car just stuck in my team. It's probably my existence that makes him feel bad.,Personalization,c2d2
She must hate me if she didn't come to me today because she was having dinner with me every day.,Mind Reading,c2d2
"I'm an unattractive man, with no appeal to her. It's a failure.",Labeling,c2d2
"Just hang in there a little longer, maybe it'll work.",No Distortion,c2d2
The weather forecast's clear. It's raining because I'm out of the house.,Personalization,c2d2
I can't even live with my roommate. I don't deserve to live in this world.,All-or-Nothing Thinking,c2d2
I work every day without hope. Nobody cares about me in this family. It's not the life I want.,Overgeneralization,c2d2
"You know, next time we go back, he's got to take the exam anyway. I always pick the wrong point, and my luck is always that bad.",Fortune-telling,c2d2
My mother came to me in the kitchen this morning and woke me up and scared the shit out of me.,No Distortion,c2d2
I'm a piece of shit. I couldn't raise this dog. I let him die so early.,Labeling,c2d2
"If the owner's in a hurry, let's let him go first.",No Distortion,c2d2
"I've been insomnia for a while, and now I'm insomnia, and it seems that pain will torment me forever!",Overgeneralization,c2d2
"The boss wants to yell at me again, but he'll lose his salary.",Mind Reading,c2d2
It's a tourist season. The hotel's full. I'll try another hotel.,No Distortion,c2d2
"The shadow of failure seems to overshadow me, and no matter what I do, I cannot escape that feeling.",Overgeneralization,c2d2
"It doesn't matter if you're worried, but you're worried. You can't help it.",Emotional Reasoning,c2d2
"I'm fat and ugly, and no one will ever like me.",Fortune-telling,c2d2
It's a good chance to relax. I'm enjoying it too much.,No Distortion,c2d2
"My uglyness is an established fact, and no matter how hard I try, it will never change.",Fortune-telling,c2d2
It's my fault I couldn't make any money to let them go to the hospital. I couldn't control it. It's my fault.,Personalization,c2d2
"I can do something so simple, I can do anything good, I can move bricks at the site.",All-or-Nothing Thinking,c2d2
"If he's got nothing to do with his friends, he'll have to take time off to give me a ride. He must think I'm a liability.",Mind Reading,c2d2
I'm an ugly man.,Labeling,c2d2
How could I face him? How could this be revealed?,No Distortion,c2d2
"A strong pain struck the heart and tears came out of my eyes, as it grieved me.",Emotional Reasoning,c2d2
"Mom's been through the wrongs and wrongs of society, and she knows better than I do what's best.",No Distortion,c2d2
"I haven't met anyone who really suits me yet, but I think it's quite free and easy to live alone.",No Distortion,c2d2
I can't afford to be a cow if my rent's so high.,Emotional Reasoning,c2d2
I don't want to take this class at all. I want to go out and play basketball.,No Distortion,c2d2
"Why haven't anyone asked me out for two weeks, and I'm going to be at home in a mold. I'm going to be an isolated freak, not even a friend.",Labeling,c2d2
My girlfriend's gonna look down on me because I'm tall.,Fortune-telling,c2d2
I don't have the money to do what I like. It's no different living than dying.,Fortune-telling,c2d2
I can't even accept the intensity of this job. What am I supposed to do? I might as well quit my job and fuck around at home.,Emotional Reasoning,c2d2
I'm tired of working. I don't want to go to this fucking class.,Emotional Reasoning,c2d2
No one can understand me. It's better to die now than to be drowned.,Fortune-telling,c2d2
"If he wants to answer it, he doesn't want to answer it. It's his freedom.",No Distortion,c2d2
"There are learning difficulties, and it is time to test ourselves, and we must not retreat from them and move forward.",No Distortion,c2d2
"If I had seen the situation earlier, I would not have plunged myself into this incompetent election and would have been doomed to defeat.",Fortune-telling,c2d2
I comforted her and she got angry. She's such a bad person.,Labeling,c2d2
"It's been a long time since I got to the company, and I didn't even know everyone's name.",Emotional Reasoning,c2d2
